customer_id,tenure_months,contract_type,internet_service,payment_method,monthly_charges,total_charges,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,churn,satisfaction_score,account_creation_date,last_activity_date,customer_segment,risk_tier
CUS0002948,24,Two Year,Fiber Optic,Electronic Check,97.28,2403.82,0,1,0,0,1,1,1,5.6,2023-01-02,2024-12-25,Developing,Medium
CUS0002949,23,One Year,DSL,Mailed Check,53.18,1268.59,1,1,1,1,1,0,1,8.5,2023-02-01,2024-12-02,Developing,Medium
CUS0002950,18,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),92.59,1651.22,0,0,0,0,1,0,0,6.5,2023-07-04,2024-12-29,Developing,High
CUS0002951,18,One Year,Fiber Optic,Bank Transfer (Automatic),98.44,1801.29,0,1,1,1,1,0,0,4.9,2023-07-04,2025-01-01,Developing,Medium
CUS0002952,23,Month-to-Month,DSL,Bank Transfer (Automatic),52.68,1154.74,0,0,0,0,0,0,0,8.3,2023-02-01,2024-12-09,Developing,High
CUS0002953,21,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),66.55,1355.24,0,1,1,0,0,0,1,5.9,2023-04-03,2024-12-27,Developing,High
CUS0002954,18,Month-to-Month,DSL,Credit Card (Automatic),50.52,915.75,0,0,1,1,1,1,1,6.9,2023-07-04,2024-12-17,Developing,High
CUS0002955,24,Two Year,Fiber Optic,Bank Transfer (Automatic),80.67,1892.34,0,0,1,1,1,1,0,6.2,2023-01-02,2024-12-16,Developing,Medium
CUS0002956,14,Month-to-Month,DSL,Electronic Check,58.99,862.56,1,1,0,1,0,1,0,5.9,2023-11-02,2024-12-20,Developing,High
CUS0002957,14,One Year,No Internet,Credit Card (Automatic),64.51,933.58,1,1,0,1,0,1,0,7.3,2023-11-02,2024-12-03,Developing,Medium
CUS0002958,17,Month-to-Month,Fiber Optic,Electronic Check,72.39,1249.71,1,0,1,1,0,1,1,4.1,2023-08-03,2024-12-15,Developing,High
CUS0002959,16,Month-to-Month,DSL,Electronic Check,46.95,788.67,0,0,1,0,1,1,1,5.4,2023-09-02,2024-12-29,Developing,High
CUS0002960,23,Two Year,Fiber Optic,Credit Card (Automatic),109.35,2450.48,0,0,1,0,0,1,1,4.5,2023-02-01,2024-12-24,Developing,Medium
CUS0002961,14,One Year,No Internet,Mailed Check,45.86,668.95,1,1,1,0,1,1,1,6.2,2023-11-02,2024-12-08,Developing,Medium
CUS0002962,15,Two Year,No Internet,Electronic Check,71.18,1046.83,0,0,1,0,0,1,1,4.3,2023-10-03,2024-12-24,Developing,Medium
CUS0002963,19,Month-to-Month,Fiber Optic,Electronic Check,131.42,2521.1,0,1,1,1,0,0,0,9.1,2023-06-03,2024-12-10,Developing,High
CUS0002964,20,Month-to-Month,DSL,Credit Card (Automatic),61.03,1212.59,0,1,0,0,0,1,0,8.2,2023-05-04,2024-12-18,Developing,High
CUS0002965,24,Two Year,Fiber Optic,Credit Card (Automatic),61.32,1463.32,1,1,1,1,1,0,0,8.2,2023-01-02,2024-12-26,Developing,Low
CUS0002966,18,One Year,No Internet,Bank Transfer (Automatic),33.39,616.8,1,1,0,0,0,1,1,6.5,2023-07-04,2024-12-13,Developing,Medium
CUS0002967,23,Month-to-Month,Fiber Optic,Electronic Check,63.39,1435.74,0,0,0,0,1,0,1,5.6,2023-02-01,2024-12-23,Developing,High
CUS0002968,17,Month-to-Month,No Internet,Electronic Check,36.55,621.82,0,1,1,0,1,1,0,5.9,2023-08-03,2024-12-10,Developing,High
CUS0002969,13,Two Year,Fiber Optic,Credit Card (Automatic),109.14,1377.92,1,1,1,0,0,0,0,9.7,2023-12-03,2024-12-03,Developing,Medium
CUS0002970,20,Month-to-Month,DSL,Bank Transfer (Automatic),48.24,990.22,1,1,0,1,1,1,0,6.9,2023-05-04,2024-12-17,Developing,Medium
CUS0002971,15,One Year,No Internet,Mailed Check,25.86,389.91,0,1,0,1,0,1,0,8.4,2023-10-03,2024-12-26,Developing,Medium
CUS0002972,18,Month-to-Month,No Internet,Bank Transfer (Automatic),30.04,527.48,0,0,0,1,0,1,1,4.9,2023-07-04,2024-12-29,Developing,High
CUS0002973,15,Month-to-Month,Fiber Optic,Credit Card (Automatic),108.73,1592.78,0,0,0,1,0,1,1,3.8,2023-10-03,2024-12-28,Developing,High
CUS0002974,19,Two Year,DSL,Mailed Check,72.44,1347.94,0,0,0,1,1,0,0,5.0,2023-06-03,2024-12-05,Developing,Medium
CUS0002975,19,Month-to-Month,Fiber Optic,Electronic Check,72.57,1406.31,0,1,1,1,1,1,0,10.0,2023-06-03,2024-12-30,Developing,High
CUS0002976,24,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),94.86,2298.29,1,0,0,0,1,0,0,5.2,2023-01-02,2024-12-18,Developing,High
CUS0002977,21,Two Year,Fiber Optic,Electronic Check,103.44,2242.24,0,0,0,0,1,0,0,7.3,2023-04-03,2024-12-27,Developing,High
CUS0002978,17,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),119.29,2042.44,1,0,0,0,0,1,0,8.3,2023-08-03,2024-12-04,Developing,High
CUS0002979,20,Month-to-Month,DSL,Electronic Check,72.88,1429.42,0,1,0,1,0,0,1,2.2,2023-05-04,2024-12-10,Developing,High
CUS0002980,22,One Year,Fiber Optic,Electronic Check,88.71,2041.95,0,0,0,0,1,1,0,7.3,2023-03-04,2024-12-18,Developing,High
CUS0002981,22,Month-to-Month,DSL,Mailed Check,45.11,1030.74,0,0,0,0,1,0,0,9.5,2023-03-04,2024-12-30,Developing,High
CUS0002982,20,Month-to-Month,Fiber Optic,Credit Card (Automatic),107.46,2101.66,0,0,1,0,1,0,1,7.1,2023-05-04,2024-12-07,Developing,High
CUS0002983,13,Month-to-Month,Fiber Optic,Mailed Check,117.42,1589.46,1,1,1,1,1,1,0,9.0,2023-12-03,2024-12-11,Developing,High
CUS0002984,24,One Year,DSL,Bank Transfer (Automatic),68.07,1669.64,0,1,0,0,1,1,0,7.8,2023-01-02,2024-12-02,Developing,Medium
CUS0002985,17,One Year,Fiber Optic,Bank Transfer (Automatic),139.95,2358.85,0,1,1,0,1,1,1,3.8,2023-08-03,2024-12-05,Developing,High
CUS0002986,15,One Year,Fiber Optic,Electronic Check,107.37,1605.22,0,0,0,0,0,1,0,6.2,2023-10-03,2024-12-22,Developing,High
CUS0002987,13,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),87.38,1129.85,1,0,0,0,0,1,0,5.9,2023-12-03,2024-12-11,Developing,High
CUS0002988,16,One Year,DSL,Bank Transfer (Automatic),59.14,974.33,1,0,1,1,1,1,0,8.4,2023-09-02,2024-12-21,Developing,Medium
CUS0002989,20,Two Year,DSL,Electronic Check,54.31,1050.95,1,0,0,0,0,0,1,2.8,2023-05-04,2024-12-10,Developing,Medium
CUS0002990,15,Month-to-Month,Fiber Optic,Credit Card (Automatic),102.93,1475.81,0,1,0,0,0,0,1,6.6,2023-10-03,2024-12-30,Developing,High
CUS0002991,22,One Year,Fiber Optic,Electronic Check,97.26,2139.39,0,1,0,1,0,0,0,7.0,2023-03-04,2024-12-15,Developing,High
CUS0002992,14,One Year,No Internet,Bank Transfer (Automatic),34.61,474.38,0,1,1,0,0,1,0,6.3,2023-11-02,2024-12-15,Developing,Medium
CUS0002993,23,Two Year,No Internet,Bank Transfer (Automatic),53.84,1246.24,1,1,1,1,1,1,0,8.7,2023-02-01,2024-12-23,Developing,Low
CUS0002994,21,Two Year,Fiber Optic,Mailed Check,82.0,1804.35,0,0,1,1,0,1,1,3.9,2023-04-03,2024-12-04,Developing,Medium
CUS0002995,22,Month-to-Month,DSL,Electronic Check,93.96,2102.56,1,0,0,1,1,0,1,7.3,2023-03-04,2024-12-23,Developing,High
CUS0002996,17,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),98.23,1746.6,0,1,1,0,0,1,0,8.0,2023-08-03,2024-12-05,Developing,High
CUS0002997,19,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),74.39,1446.21,1,1,1,1,1,0,0,7.6,2023-06-03,2024-12-27,Developing,Medium
CUS0002998,23,Month-to-Month,Fiber Optic,Electronic Check,137.7,3032.79,0,1,1,0,1,1,1,3.9,2023-02-01,2024-12-10,Developing,Critical
CUS0002999,23,Month-to-Month,DSL,Credit Card (Automatic),81.55,1948.67,1,0,1,0,1,1,1,4.5,2023-02-01,2024-12-10,Developing,High
CUS0003000,14,Two Year,Fiber Optic,Electronic Check,79.9,1084.92,0,1,0,0,1,1,0,8.2,2023-11-02,2024-12-03,Developing,Medium
CUS0003001,21,Month-to-Month,No Internet,Electronic Check,41.1,894.58,0,0,0,1,1,0,1,6.6,2023-04-03,2024-12-10,Developing,High
CUS0003002,21,Month-to-Month,DSL,Electronic Check,76.47,1645.87,0,0,1,0,0,0,0,8.5,2023-04-03,2024-12-12,Developing,High
CUS0003003,16,One Year,Fiber Optic,Credit Card (Automatic),111.91,1851.19,0,0,0,1,1,0,1,5.7,2023-09-02,2024-12-27,Developing,High
CUS0003004,16,Month-to-Month,DSL,Electronic Check,46.71,728.94,1,0,0,0,1,0,1,6.7,2023-09-02,2024-12-07,Developing,High
CUS0003005,18,Two Year,Fiber Optic,Bank Transfer (Automatic),99.81,1851.81,0,0,1,0,1,1,0,5.8,2023-07-04,2024-12-21,Developing,Medium
CUS0003006,22,Two Year,Fiber Optic,Electronic Check,106.89,2377.53,0,0,0,0,0,0,0,8.3,2023-03-04,2024-12-16,Developing,High
CUS0003007,22,Month-to-Month,Fiber Optic,Electronic Check,109.9,2316.71,0,0,0,0,1,1,0,5.8,2023-03-04,2024-12-25,Developing,Critical
CUS0003008,22,Month-to-Month,Fiber Optic,Electronic Check,98.13,2242.87,1,0,0,0,0,0,0,7.4,2023-03-04,2024-12-29,Developing,Critical
CUS0003009,18,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),92.76,1732.6,0,0,0,1,1,1,0,7.2,2023-07-04,2024-12-26,Developing,High
CUS0003010,24,One Year,Fiber Optic,Electronic Check,76.99,1861.06,0,0,1,0,1,0,1,5.0,2023-01-02,2024-12-07,Developing,Medium
CUS0003011,13,Month-to-Month,Fiber Optic,Electronic Check,98.28,1271.59,1,1,0,0,0,0,1,8.6,2023-12-03,2024-12-28,Developing,High
CUS0003012,21,One Year,Fiber Optic,Credit Card (Automatic),120.85,2512.61,1,0,0,0,0,0,0,6.6,2023-04-03,2024-12-25,Developing,High
CUS0003013,14,Two Year,No Internet,Bank Transfer (Automatic),36.15,511.3,1,1,0,1,1,0,0,9.1,2023-11-02,2024-12-07,Developing,Low
CUS0003014,17,Month-to-Month,Fiber Optic,Electronic Check,77.77,1367.26,1,0,1,0,1,1,1,5.7,2023-08-03,2024-12-17,Developing,High
CUS0003015,21,Two Year,Fiber Optic,Bank Transfer (Automatic),95.98,2028.87,0,0,0,1,0,0,1,6.9,2023-04-03,2025-01-01,Developing,Medium
CUS0003016,16,Month-to-Month,No Internet,Electronic Check,37.94,584.56,0,1,0,1,1,1,0,7.0,2023-09-02,2024-12-21,Developing,High
CUS0003017,23,Two Year,DSL,Bank Transfer (Automatic),60.54,1365.43,0,1,0,1,1,0,0,6.1,2023-02-01,2024-12-15,Developing,Low
CUS0003018,15,Month-to-Month,DSL,Electronic Check,86.76,1323.3,0,1,0,1,1,1,0,7.3,2023-10-03,2024-12-14,Developing,High
CUS0003019,19,One Year,Fiber Optic,Electronic Check,105.81,2039.91,0,0,0,0,1,0,0,7.4,2023-06-03,2024-12-21,Developing,High
CUS0003020,18,Month-to-Month,DSL,Electronic Check,65.01,1172.39,0,1,0,0,1,0,0,9.2,2023-07-04,2024-12-18,Developing,High
CUS0003021,20,Two Year,Fiber Optic,Electronic Check,103.03,2007.12,0,1,0,1,0,1,1,5.2,2023-05-04,2024-12-07,Developing,Medium
CUS0003022,15,Month-to-Month,DSL,Credit Card (Automatic),66.35,972.42,0,0,0,1,1,1,0,7.0,2023-10-03,2024-12-15,Developing,High
CUS0003023,17,Month-to-Month,No Internet,Electronic Check,32.79,556.55,1,1,1,0,0,1,0,8.0,2023-08-03,2024-12-28,Developing,High
CUS0003024,22,One Year,DSL,Electronic Check,86.28,1878.13,0,0,0,0,0,0,0,6.5,2023-03-04,2024-12-13,Developing,High
CUS0003025,16,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),83.13,1305.6,1,1,1,0,1,0,1,6.1,2023-09-02,2024-12-04,Developing,High
CUS0003026,16,One Year,DSL,Bank Transfer (Automatic),41.79,690.67,1,0,0,0,1,0,0,7.3,2023-09-02,2024-12-30,Developing,Medium
CUS0003027,16,Two Year,DSL,Electronic Check,77.51,1240.66,0,1,0,0,1,1,0,5.2,2023-09-02,2024-12-30,Developing,Medium
CUS0003028,22,Month-to-Month,DSL,Electronic Check,62.89,1384.0,0,0,1,0,1,1,1,6.1,2023-03-04,2024-12-23,Developing,High
CUS0003029,20,Month-to-Month,DSL,Electronic Check,58.19,1155.43,0,0,0,1,0,0,1,6.0,2023-05-04,2024-12-20,Developing,High
CUS0003030,18,Month-to-Month,DSL,Electronic Check,67.66,1239.91,0,0,1,0,1,0,1,5.6,2023-07-04,2024-12-10,Developing,High
CUS0003031,15,One Year,DSL,Electronic Check,40.65,589.97,0,1,0,1,1,1,0,7.8,2023-10-03,2024-12-09,Developing,Medium
CUS0003032,22,Month-to-Month,No Internet,Electronic Check,60.9,1399.23,1,0,0,0,0,1,1,6.2,2023-03-04,2024-12-17,Developing,High
CUS0003033,17,Month-to-Month,No Internet,Credit Card (Automatic),29.66,484.28,0,0,0,0,1,1,0,7.2,2023-08-03,2024-12-16,Developing,High
CUS0003034,18,Month-to-Month,Fiber Optic,Mailed Check,132.67,2438.28,0,1,0,1,0,0,1,5.3,2023-07-04,2024-12-19,Developing,High
CUS0003035,17,Month-to-Month,DSL,Credit Card (Automatic),50.53,876.56,0,0,0,0,1,0,0,8.0,2023-08-03,2024-12-08,Developing,High
CUS0003036,18,Two Year,Fiber Optic,Bank Transfer (Automatic),114.8,1986.62,0,0,0,0,1,1,1,6.1,2023-07-04,2024-12-19,Developing,Medium
CUS0003037,20,Month-to-Month,DSL,Credit Card (Automatic),52.94,1111.0,1,0,1,0,1,0,0,7.5,2023-05-04,2024-12-06,Developing,High
CUS0003038,19,One Year,Fiber Optic,Bank Transfer (Automatic),105.78,1916.23,1,0,0,1,0,0,0,8.2,2023-06-03,2024-12-14,Developing,Medium
CUS0003039,17,One Year,DSL,Credit Card (Automatic),81.42,1365.41,1,0,0,0,0,0,0,8.1,2023-08-03,2024-12-30,Developing,High
CUS0003040,22,One Year,DSL,Credit Card (Automatic),78.49,1713.79,1,0,0,1,0,1,0,3.9,2023-03-04,2024-12-28,Developing,Medium
CUS0003041,18,Month-to-Month,Fiber Optic,Credit Card (Automatic),91.61,1698.91,0,0,1,1,1,0,0,6.9,2023-07-04,2024-12-22,Developing,High
CUS0003042,16,One Year,No Internet,Electronic Check,40.08,611.13,0,0,1,0,0,1,0,9.4,2023-09-02,2024-12-12,Developing,High
CUS0003043,24,Two Year,DSL,Bank Transfer (Automatic),78.07,1884.36,0,0,0,0,1,1,0,8.9,2023-01-02,2024-12-30,Developing,Low
CUS0003044,21,Month-to-Month,Fiber Optic,Electronic Check,115.26,2348.81,1,0,0,0,0,0,0,9.5,2023-04-03,2024-12-18,Developing,Critical
CUS0003045,16,Month-to-Month,Fiber Optic,Electronic Check,95.04,1531.68,0,1,0,1,0,0,1,5.7,2023-09-02,2024-12-18,Developing,High
CUS0003046,13,Month-to-Month,No Internet,Electronic Check,49.73,655.95,0,0,0,0,1,0,1,7.5,2023-12-03,2024-12-11,Developing,High
CUS0003047,19,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),102.12,1849.89,1,0,0,1,0,1,1,4.8,2023-06-03,2024-12-16,Developing,High
CUS0003048,19,Month-to-Month,DSL,Bank Transfer (Automatic),70.15,1275.2,1,1,1,0,1,1,1,4.5,2023-06-03,2024-12-21,Developing,Medium
CUS0003049,16,One Year,DSL,Mailed Check,98.24,1506.64,1,0,1,0,1,0,0,7.8,2023-09-02,2024-12-28,Developing,High
CUS0003050,15,Month-to-Month,No Internet,Electronic Check,32.0,496.91,0,0,0,0,0,1,1,4.9,2023-10-03,2024-12-04,Developing,High
CUS0003051,20,Month-to-Month,DSL,Electronic Check,47.36,987.61,0,0,0,1,1,1,1,7.7,2023-05-04,2024-12-06,Developing,High
CUS0003052,17,One Year,DSL,Mailed Check,64.04,1081.9,0,0,0,0,1,0,1,7.1,2023-08-03,2024-12-08,Developing,Medium
CUS0003053,22,Month-to-Month,No Internet,Mailed Check,64.0,1460.77,1,1,0,1,1,1,0,8.0,2023-03-04,2024-12-15,Developing,Medium
CUS0003054,19,One Year,No Internet,Bank Transfer (Automatic),46.45,880.45,1,1,0,0,1,1,0,7.5,2023-06-03,2024-12-12,Developing,Medium
CUS0003055,16,Month-to-Month,DSL,Electronic Check,65.75,1041.6,0,1,0,1,1,1,0,7.7,2023-09-02,2024-12-14,Developing,High
CUS0003056,16,Two Year,Fiber Optic,Bank Transfer (Automatic),109.81,1762.45,0,0,1,1,0,0,1,6.2,2023-09-02,2024-12-27,Developing,Medium
CUS0003057,20,Month-to-Month,Fiber Optic,Electronic Check,106.91,2200.25,1,0,0,0,0,0,0,8.1,2023-05-04,2024-12-08,Developing,Critical
CUS0003058,20,One Year,DSL,Mailed Check,82.05,1595.67,1,0,0,0,1,0,0,9.4,2023-05-04,2024-12-02,Developing,High
CUS0003059,14,Two Year,DSL,Credit Card (Automatic),65.43,897.86,0,1,0,0,0,0,0,9.3,2023-11-02,2024-12-28,Developing,Medium
CUS0003060,14,Month-to-Month,Fiber Optic,Electronic Check,105.06,1522.15,1,1,1,0,1,0,1,3.3,2023-11-02,2024-12-19,Developing,High
CUS0003061,15,Month-to-Month,Fiber Optic,Mailed Check,121.22,1893.94,0,0,1,0,1,1,1,6.3,2023-10-03,2024-12-16,Developing,High
CUS0003062,24,One Year,DSL,Credit Card (Automatic),84.32,1947.39,0,0,0,0,0,0,0,6.8,2023-01-02,2024-12-03,Developing,Medium
CUS0003063,24,Month-to-Month,Fiber Optic,Mailed Check,123.84,3033.07,1,0,0,0,1,0,0,8.6,2023-01-02,2024-12-05,Developing,High
CUS0003064,15,Two Year,Fiber Optic,Mailed Check,102.64,1464.1,1,0,0,1,1,1,0,9.0,2023-10-03,2024-12-31,Developing,Medium
CUS0003065,13,Two Year,Fiber Optic,Electronic Check,59.49,753.74,0,0,0,0,1,1,0,5.5,2023-12-03,2024-12-06,Developing,Medium
CUS0003066,15,Month-to-Month,DSL,Electronic Check,48.04,689.52,0,1,1,1,0,1,0,8.5,2023-10-03,2024-12-29,Developing,High
CUS0003067,18,Month-to-Month,DSL,Bank Transfer (Automatic),68.04,1226.61,1,1,0,1,1,1,0,8.1,2023-07-04,2024-12-16,Developing,Medium
CUS0003068,20,Month-to-Month,Fiber Optic,Mailed Check,86.05,1694.05,1,0,0,1,1,1,1,7.3,2023-05-04,2024-12-28,Developing,High
CUS0003069,24,Month-to-Month,Fiber Optic,Mailed Check,99.24,2295.44,1,1,0,0,1,0,0,8.8,2023-01-02,2024-12-23,Developing,Medium
CUS0003070,22,One Year,DSL,Bank Transfer (Automatic),68.26,1426.68,0,1,0,0,1,0,0,6.4,2023-03-04,2024-12-27,Developing,Medium
CUS0003071,18,One Year,DSL,Electronic Check,65.87,1172.43,0,1,1,0,0,1,0,6.5,2023-07-04,2024-12-27,Developing,High
CUS0003072,17,Month-to-Month,DSL,Electronic Check,64.25,1069.8,0,1,1,1,1,0,0,6.2,2023-08-03,2024-12-22,Developing,High
CUS0003073,16,Month-to-Month,Fiber Optic,Credit Card (Automatic),91.54,1398.25,1,1,0,0,0,0,0,8.1,2023-09-02,2024-12-03,Developing,High
CUS0003074,15,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),70.64,1096.87,0,0,0,1,1,1,0,7.0,2023-10-03,2024-12-10,Developing,High
CUS0003075,16,Month-to-Month,No Internet,Bank Transfer (Automatic),29.72,471.28,1,0,1,0,1,0,0,5.3,2023-09-02,2024-12-25,Developing,High
CUS0003076,19,Two Year,Fiber Optic,Bank Transfer (Automatic),89.57,1748.59,1,0,1,1,1,1,0,8.1,2023-06-03,2024-12-21,Developing,Medium
CUS0003077,13,Month-to-Month,DSL,Credit Card (Automatic),50.96,657.32,1,0,1,0,0,0,0,6.2,2023-12-03,2024-12-02,Developing,High
CUS0003078,19,Two Year,Fiber Optic,Mailed Check,86.88,1579.33,0,1,1,1,0,1,0,7.4,2023-06-03,2024-12-02,Developing,Medium
CUS0003079,13,One Year,Fiber Optic,Electronic Check,102.36,1316.61,0,1,1,0,0,1,1,5.0,2023-12-03,2024-12-16,Developing,High
CUS0003080,14,One Year,Fiber Optic,Electronic Check,111.39,1619.68,0,0,1,0,1,1,0,6.1,2023-11-02,2024-12-04,Developing,High
CUS0003081,16,Month-to-Month,DSL,Credit Card (Automatic),78.41,1192.81,0,1,1,1,1,0,1,7.8,2023-09-02,2024-12-23,Developing,Medium
CUS0003082,13,One Year,Fiber Optic,Mailed Check,113.89,1539.1,1,0,1,0,0,0,0,6.8,2023-12-03,2024-12-05,Developing,High
CUS0003083,23,One Year,Fiber Optic,Electronic Check,77.83,1818.15,1,0,0,1,0,1,0,6.5,2023-02-01,2024-12-30,Developing,Medium
CUS0003084,24,One Year,Fiber Optic,Electronic Check,91.51,2305.09,0,0,1,0,1,1,0,8.9,2023-01-02,2024-12-24,Developing,High
CUS0003085,23,Month-to-Month,Fiber Optic,Electronic Check,109.74,2629.05,1,0,1,1,1,0,0,7.2,2023-02-01,2024-12-26,Developing,High
CUS0003086,23,Month-to-Month,Fiber Optic,Electronic Check,121.06,2887.11,0,0,1,1,0,0,1,5.0,2023-02-01,2024-12-12,Developing,Critical
CUS0003087,21,One Year,Fiber Optic,Electronic Check,98.92,1981.25,0,1,0,1,0,0,0,10.0,2023-04-03,2024-12-02,Developing,High
CUS0003088,24,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),92.63,2174.27,0,0,1,0,1,0,0,10.0,2023-01-02,2024-12-15,Developing,High
CUS0003089,18,Month-to-Month,DSL,Electronic Check,93.72,1665.83,1,1,0,0,0,1,0,7.2,2023-07-04,2024-12-24,Developing,High
CUS0003090,13,Two Year,DSL,Credit Card (Automatic),95.54,1266.84,0,1,0,1,0,1,0,6.4,2023-12-03,2024-12-28,Developing,Medium
CUS0003091,13,Month-to-Month,Fiber Optic,Electronic Check,83.63,1103.35,0,0,0,0,1,0,0,7.3,2023-12-03,2024-12-12,Developing,Critical
CUS0003092,18,Month-to-Month,Fiber Optic,Electronic Check,121.57,2116.42,0,1,1,1,1,1,0,6.9,2023-07-04,2024-12-23,Developing,High
CUS0003093,16,Month-to-Month,DSL,Bank Transfer (Automatic),94.26,1543.88,1,0,1,0,0,0,1,6.2,2023-09-02,2024-12-13,Developing,High
CUS0003094,16,One Year,Fiber Optic,Bank Transfer (Automatic),134.63,2079.9,1,0,1,1,1,1,0,7.3,2023-09-02,2024-12-15,Developing,Medium
CUS0003095,23,Month-to-Month,Fiber Optic,Electronic Check,129.84,2973.31,0,1,1,0,1,1,0,9.3,2023-02-01,2024-12-30,Developing,Critical
CUS0003096,18,One Year,DSL,Credit Card (Automatic),49.04,889.67,0,1,1,0,1,1,0,6.1,2023-07-04,2024-12-16,Developing,Medium
CUS0003097,24,Month-to-Month,No Internet,Electronic Check,29.25,728.02,1,1,0,0,0,1,1,5.5,2023-01-02,2024-12-12,Developing,Medium
CUS0003098,23,Month-to-Month,DSL,Bank Transfer (Automatic),77.96,1816.63,1,0,0,0,0,1,1,6.6,2023-02-01,2024-12-27,Developing,High
CUS0003099,19,One Year,Fiber Optic,Bank Transfer (Automatic),88.54,1758.78,1,0,1,1,0,1,0,9.4,2023-06-03,2024-12-14,Developing,Medium
CUS0003100,21,Month-to-Month,No Internet,Mailed Check,80.33,1770.35,1,1,0,0,1,1,1,4.8,2023-04-03,2024-12-02,Developing,High
CUS0003101,22,Two Year,Fiber Optic,Bank Transfer (Automatic),149.66,3295.42,0,1,1,1,0,1,0,7.8,2023-03-04,2024-12-14,Developing,Medium
CUS0003102,17,Month-to-Month,No Internet,Bank Transfer (Automatic),53.71,872.12,1,0,1,0,0,0,0,8.0,2023-08-03,2024-12-28,Developing,High
CUS0003103,21,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),122.97,2460.56,1,0,1,1,0,0,0,7.5,2023-04-03,2024-12-27,Developing,High
CUS0003104,16,Month-to-Month,Fiber Optic,Electronic Check,86.89,1439.68,1,0,0,1,1,0,1,5.4,2023-09-02,2024-12-11,Developing,High
CUS0003105,22,Month-to-Month,DSL,Credit Card (Automatic),84.77,1864.91,0,1,0,0,1,1,0,10.0,2023-03-04,2024-12-13,Developing,High
CUS0003106,14,Two Year,No Internet,Electronic Check,29.63,409.29,1,0,1,0,0,1,1,6.8,2023-11-02,2024-12-09,Developing,Medium
CUS0003107,15,Two Year,No Internet,Credit Card (Automatic),37.25,546.71,1,0,0,1,1,0,0,7.3,2023-10-03,2024-12-04,Developing,Low
CUS0003108,23,Month-to-Month,DSL,Electronic Check,87.84,1976.23,1,1,1,0,0,1,0,6.6,2023-02-01,2024-12-13,Developing,High
CUS0003109,13,One Year,DSL,Mailed Check,54.91,683.34,0,1,0,0,0,1,1,6.2,2023-12-03,2024-12-22,Developing,Medium
CUS0003110,18,One Year,DSL,Electronic Check,57.65,1017.26,0,1,1,0,1,1,1,6.1,2023-07-04,2024-12-06,Developing,High
CUS0003111,18,Month-to-Month,DSL,Mailed Check,60.79,1110.06,0,0,1,1,1,0,0,7.1,2023-07-04,2024-12-03,Developing,High
CUS0003112,13,Month-to-Month,No Internet,Bank Transfer (Automatic),49.01,629.82,1,0,1,1,1,1,0,5.7,2023-12-03,2024-12-14,Developing,Medium
CUS0003113,23,Two Year,Fiber Optic,Electronic Check,81.35,1954.84,0,1,0,0,0,0,0,4.1,2023-02-01,2024-12-31,Developing,High
CUS0003114,15,Two Year,Fiber Optic,Electronic Check,115.51,1761.79,0,0,0,0,0,1,0,5.5,2023-10-03,2024-12-06,Developing,High
CUS0003115,17,Two Year,No Internet,Mailed Check,76.0,1339.03,0,0,1,0,0,0,0,9.4,2023-08-03,2024-12-05,Developing,Medium
CUS0003116,15,One Year,No Internet,Electronic Check,61.55,887.63,1,0,0,1,0,0,1,4.0,2023-10-03,2025-01-01,Developing,Medium
CUS0003117,22,One Year,Fiber Optic,Electronic Check,100.07,2190.65,0,0,1,0,1,0,1,7.8,2023-03-04,2024-12-30,Developing,High
CUS0003118,15,Month-to-Month,Fiber Optic,Electronic Check,98.07,1403.59,1,0,0,1,1,0,0,8.2,2023-10-03,2024-12-31,Developing,High
CUS0003119,22,Month-to-Month,No Internet,Mailed Check,45.07,1030.71,0,1,0,0,0,1,0,8.1,2023-03-04,2024-12-02,Developing,High
CUS0003120,15,Month-to-Month,DSL,Electronic Check,53.69,776.91,1,1,0,1,0,0,0,7.0,2023-10-03,2024-12-12,Developing,High
CUS0003121,17,One Year,DSL,Electronic Check,55.41,970.74,1,0,1,1,0,1,0,9.8,2023-08-03,2024-12-08,Developing,Medium
CUS0003122,17,One Year,Fiber Optic,Mailed Check,82.92,1469.38,1,1,1,0,1,0,0,8.5,2023-08-03,2024-12-14,Developing,Medium
CUS0003123,16,Two Year,No Internet,Mailed Check,38.66,614.97,0,1,1,0,0,0,0,7.3,2023-09-02,2024-12-24,Developing,Medium
CUS0003124,13,Two Year,Fiber Optic,Electronic Check,102.75,1320.97,0,0,1,0,1,1,0,7.5,2023-12-03,2024-12-12,Developing,High
